X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-119.6301,46.90076,246,Public Libraries,District,North Central Washington Libraries,Royal City Public Library,,136 Camelia St NW,Royal City,WA,99357-0548,Grant,(509) 346-9281,5093469281,royalcity@ncrl.org,http://www.ncrl.org/royalcity,-119.6301,46.90076,b3c81979-4ef8-4ca1-a71b-176a176d75a1
-119.48911,47.38973,247,Public Libraries,District,North Central Washington Libraries,Soap Lake Public Library,,32 E Main Street,Soap Lake,WA,98851-0086,Grant,(509) 246-1313,5092461313,soaplake@ncrl.org,http://www.ncrl.org/soaplake,-119.48911,47.38973,db0a0f80-dd2e-45a1-bd52-3087d7fe1bd5
-119.43563,48.7096100000001,248,Public Libraries,District,North Central Washington Libraries,Tonasket Public Library,,209 S Whitcomb Avenue,Tonasket,WA,98855-8818,Okanogan,(509) 486-2366,5094862366,tonasket@ncrl.org,http://www.ncrl.org/tonasket,-119.43563,48.70961,192d6430-d218-4814-9b63-8c52a8cfb055
-120.122825,48.3662630000001,249,Public Libraries,District,North Central Washington Libraries,Twisp Public Library,,"201 N Methow Valley Hwy, Room 1",Twisp,WA,98856-0237,Okanogan,(509) 997-4681,5099974681,twisp@ncrl.org,http://www.ncrl.org/twisp,-120.122825,48.366263,b08426cf-bdaf-4cd7-acef-a86f2c97af18
-119.041,46.9674900000001,250,Public Libraries,District,North Central Washington Libraries,Warden Public Library,,305 S Main Street,Warden,WA,98857-0813,Grant,(509) 349-2226,5093492226,warden@ncrl.org,http://www.ncrl.org/warden,-119.041,46.96749,72c93c54-89fa-46c4-844c-1d30470b16ac
-122.03006,47.16238,251,Public Libraries,District,Pierce County Library System,Buckley Library,,123 S. River Avenue,Buckley,WA,98321-0167,Pierce,253-548-3310,3608292874,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.03006,47.16238,206708a5-47e8-4468-8cd7-6fed98e28323
-120.6042,47.56949,252,Public Libraries,District,North Central Washington Libraries,Peshastin Public Library,,8396 Main St,Peshastin,WA,98847-0408,Chelan,(509) 548-7821,5095487821,peshastin@ncrl.org,http://www.ncrl.org/peshastin,-120.6042,47.56949,ba36713c-3e91-4361-8c9c-f21ea7c7b37f
-120.46743,47.5229000000001,253,Public Libraries,District,North Central Washington Libraries,Cashmere Public Library,,300 Woodring Street,Cashmere,WA,98815-1061,Chelan,(509) 782-3314,5097823314,cashmere@ncrl.org,http://www.ncrl.org/cashmere,-120.46743,47.5229,9072e8c1-6938-41d9-b04c-3be8cba9ff77
-122.1184,48.1933700000001,254,Public Libraries,District,Sno-Isle Libraries,Arlington Library,,135 N Washington Ave,Arlington,WA,98223-1422,Snohomish,(360) 435-3033,3604353854,,http://www.sno-isle.org/locations/arlington/,-122.1184,48.19337,f9c26e36-aba7-4fe6-b0c0-ddcf71003e77
-119.18925,46.27504,255,Public Libraries,District,Mid-Columbia Libraries,West Pasco Branch,,7525 Wrigley Dr.,Pasco,WA,99301,Franklin,(509) 546-8055,,,http://www.midcolumbialibraries.org/branch/west-pasco,-119.18925,46.27504,8f78feac-d1ca-4157-ae73-d63ea9ce4f17
-119.12251,46.20408,256,Public Libraries,District,Mid-Columbia Libraries,Keewaydin Park Branch,,405 S Dayton St,Kennewick,WA,99336-5660,Benton,509-586-3156,5097376349,tgarcia@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.12251,46.20408,57d517ce-72a0-449b-a3ec-575d14cb05b3
-119.33817,46.2964500000001,257,Public Libraries,District,Mid-Columbia Libraries,West Richland Branch,,3803 W Van Giesen St,West Richland,WA,99353-5033,Benton,509-967-3191,5099671224,,http://www.midcolumbialibraries.org,-119.33817,46.29645,3d994ed2-c5b6-47fb-9302-c02c360f9ea3
-120.31101,47.42551,258,Public Libraries,District,North Central Washington Libraries,North Central Washington Libraries,,16 N Columbia St,Wenatchee,WA,98801-2224,Chelan,(509) 663-1117,5096628554,ncrl@ncrl.org,http://www.ncrl.org/,-120.31101,47.42551,db619947-9233-4aca-a7fe-044885addfd2
-119.27754,47.1279700000001,259,Public Libraries,District,North Central Washington Libraries,Moses Lake Public Library,,418 E 5th Avenue,Moses Lake,WA,98837-1797,Grant,(509) 765-3489,5097660286,moseslake@ncrl.org,http://www.ncrl.org/moseslake,-119.27754,47.12797,af3938e6-6991-45a2-b5c2-ba74070aa7dc
-119.67404,48.0093400000001,260,Public Libraries,District,North Central Washington Libraries,Bridgeport Public Library,,1206 Columbia Avenue,Bridgeport,WA,98813-0220,Douglas,(509) 686-7281,,bridgeport@ncrl.org,http://www.ncrl.org/bridgeport,-119.67404,48.00934,d2fdc072-7b43-4ec4-bae5-705b31d34f55
-120.1908079,48.4776860000001,261,Public Libraries,District,North Central Washington Libraries,Winthrop Public Library,,49 State Route 20,Winthrop,WA,98862-0519,Okanogan,(509) 996-2685,5099962685,winthrop@ncrl.org,http://www.ncrl.org/winthrop,-120.1908079,48.477686,d6c5da8a-0f00-432a-ad94-0a23434dae34
-120.01636,47.8414300000001,262,Public Libraries,District,North Central Washington Libraries,Chelan Public Library,,216 N Emerson St.,Chelan,WA,98816-0698,Chelan,(509) 682-5131,,chelan@ncrl.org,http://www.ncrl.org/chelan,-120.01636,47.84143,cec47645-472f-4d75-bc92-ae7f4b8fb820
-119.29376,47.6106500000001,263,Public Libraries,District,North Central Washington Libraries,Coulee City Public Library,,405 W Main St,Coulee City,WA,99115-0387,Grant,(509) 632-8751,,couleecity@ncrl.org,http://www.ncrl.org/couleecity,-119.29376,47.61065,011f0d52-56e5-411f-9f77-5044910d2511
-120.28959,47.4173500000001,264,Public Libraries,District,North Central Washington Libraries,East Wenatchee Public Library,,271 9th St NE,East Wenatchee,WA,98802-4438,Chelan,(509) 886-7404,5098867404,eastwenatchee@ncrl.org,http://www.ncrl.org/eastwenatchee,-120.28959,47.41735,6036389c-b82c-42fc-b559-ac8952733b89
-120.20954,47.67695,265,Public Libraries,District,North Central Washington Libraries,Entiat Public Library,,14138 Kinzel St,Entiat,WA,98822-0357,Chelan,(509) 784-1517,5097841517,entiat@ncrl.org,http://www.ncrl.org/entiat,-120.20954,47.67695,9c88d7e1-1897-4ac9-b946-6136ca60c2c5
-119.55007,47.3207200000001,266,Public Libraries,District,North Central Washington Libraries,Ephrata Public Library,,45 Alder St NW,Ephrata,WA,98823-1663,Grant,(509) 754-3971,5097543971,ephrata@ncrl.org,http://www.ncrl.org/ephrata,-119.55007,47.32072,48036c69-e3ba-4679-88a7-7409a1a780e0
-120.66419,47.59511,267,Public Libraries,District,North Central Washington Libraries,Leavenworth Public Library,,700 Hwy 2,Leavenworth,WA,98826-0308,Chelan,(509) 548-7923,5095487923,leavenworth@ncrl.org,http://www.ncrl.org/leavenworth,-120.66419,47.59511,12a1e32e-2e99-45ea-b97b-6ba6c3d1c85e
-119.77915,48.09905,268,Public Libraries,District,North Central Washington Libraries,Brewster Public Library,,108 S 3rd Street,Brewster,WA,98812-0280,Okanogan,(509) 689-4046,,brewster@ncrl.org,http://www.ncrl.org/brewster,-119.77915,48.09905,ca76338a-c9f1-4112-8af5-ef1e49b9a9f9
-117.41898,48.7403,269,Public Libraries,District,Pend Oreille County Library District,Ione Public Library,,"210 Blackwell, Suite 1",Ione,WA,99139,Pend Oreille,1-800-366-3654 ext 3,5094423248,ione@pocld.org,http://www.pocld.org,-117.41898,48.7403,eea27dd9-b0e4-4560-8ff5-900ce2858626
-120.071,47.6476500000001,270,Public Libraries,District,North Central Washington Libraries,Waterville Public Library,,105 N Chelan Street,Waterville,WA,98858-0807,Douglas,(509) 745-8354,5097458354,waterville@ncrl.org,http://www.ncrl.org/waterville,-120.071,47.64765,20823884-7385-4868-a1b3-c6d3cb3d815b
-119.180363,46.1938577000001,271,Public Libraries,District,Mid-Columbia Libraries,Mid-Columbia Libraries,,Neva LeBlond Bequette Service Center,Kennewick,WA,99336-5660,Benton,509-737-6356,,vloffler@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.180363,46.1938577,d3c65acb-48ce-422b-bdb3-53ebfc62c0b8
-122.90922,48.5217000000001,272,Public Libraries,District,Lopez Island Library District,Lopez Island Library District,,2225 Fisherman Bay Rd,Lopez Island,WA,98261-0770,San Juan,360-468-2265,,librarian@lopezlibrary.org,http://www.lopezlibrary.org,-122.90922,48.5217,86169c0e-61ee-4037-b95c-07b4777c37b5
-122.48938,48.39196,273,Public Libraries,District,La Conner Regional Library,La Conner Regional Library,,614 E. Morris Street,La Conner,WA,98257,Skagit,(360) 466-3352,3604669178,library@lclib.lib.wa.us,PO Box 370,-122.48938,48.39196,b9696a22-f265-4e5f-b0db-8f8ef439050a
-122.90437,48.69672,274,Public Libraries,District,Orcas Island Library,Orcas Island Library,,500 Rose Street,Eastsound,WA,98245,San Juan,360-376-4985,3603765750,pheikkinen@orcaslibrary.org,http://www.orcaslibrary.org,-122.90437,48.69672,6e189b3b-f57a-4a05-801b-a78d210a339c
-119.48486,46.2679600000001,275,Public Libraries,District,Mid-Columbia Libraries,Benton City Branch,,810 Horne Dr.,Benton City,WA,99320-0369,Benton,509-588-6471,5097376395,sbaker@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.48486,46.26796,aedca80d-5323-4894-b64b-5fc22154c5f1
-117.2943657,48.3368921000001,276,Public Libraries,District,Pend Oreille County Library District,Calispel Valley Library,,107 1st Ave,Cusick,WA,99119,Pend Oreille,1-800-366-3654 ext 2,5094451215,calispel@pocld.org,http://www.pocld.org,-117.2943657,48.3368921,85e7ca21-b04b-4d08-bf74-94accad7035d
-123.10154,48.08581,277,Public Libraries,District,North Olympic Library System,Sequim Branch,,630 N Sequim Ave,Sequim,WA,98382,Clallam,(360) 683-1161,3606817811,Sequim@nols.org,https://www.nols.org/sequim-branch-library/,-123.10154,48.08581,01d9a73a-b245-48c2-aebf-7c1c1c36e8cc
-117.37487,48.86096,278,Public Libraries,District,Pend Oreille County Library District,Metalines Community Library,,302 Park Street,Metaline Falls,WA,99153,Pend Oreille,1-800-366-3654 ext 4,5094462302,metalines@pocld.org,http://www.pocld.org,-117.37487,48.86096,9617715a-9722-440a-ae93-8cc184c92bb2
-117.0437,48.18064,279,Public Libraries,District,Pend Oreille County Library District,Newport Public Library,,116 S Washington Ave,Newport,WA,99156,Pend Oreille,1-800-366-3654 ext 1,5094472806,newport@pocld.org,http://www.pocld.org,-117.0437,48.18064,bc7e3753-fe15-464f-9dfe-d1eb3ef75f77
-122.62493,47.59509,280,Public Libraries,District,Kitsap Regional Library,Sylvan Way Branch,,1301 Sylvan Way,Bremerton,WA,98310-3466,Kitsap,360-405-9100,3604059128,SWLibrary@krl.org,http://www.krl.org,-122.62493,47.59509,08dc331c-4ceb-43bb-8d3a-ce69c4895ef0
-122.18335,47.1756100000001,281,Public Libraries,District,Pierce County Library System,Bonney Lake Library,,18501 90th Street E,Bonney Lake,WA,98391-7185,Pierce,253-548-3308,2538636016,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.18335,47.17561,630f53f8-54ab-47d6-ad3c-00e9cf75e753
-122.26904,46.86711,282,Public Libraries,District,Pierce County Library System,Eatonville Library,,205 Center Street W,Eatonville,WA,98328-0069,Pierce,253-548-3311,3608327201,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.26904,46.86711,68af7efc-cf90-4525-8bbb-0aa3c125e5c1
-122.30787,47.0526,283,Public Libraries,District,Pierce County Library System,Graham Library,,9202 224th Street E,Graham,WA,98338-1267,Pierce,253-548-3322,2538465174,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.30787,47.0526,cb12e656-3624-46af-a805-dca81fe0728e
-117.0437,48.18064,284,Public Libraries,District,Pend Oreille County Library District,Pend Oreille County Library District,,116 S Washington Ave,Newport,WA,99156,Pend Oreille,1-800-366-3654,5094472806,,http://www.pocld.org,-117.0437,48.18064,1ccbfbcd-3df7-4168-ad62-903a2f4d4d51
-119.18199,46.19419,285,Public Libraries,District,Mid-Columbia Libraries,Kennewick Branch,,1620 S Union St.,Kennewick,WA,99338-2248,Benton,509-783-7878,5097352063,jtomren@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.18199,46.19419,39033f2e-d195-45f4-9e90-142f174ce16f
-119.9090181,46.7379591000001,286,Public Libraries,District,North Central Washington Libraries,Mattawa Public Library,,101 Manson Lane,Mattawa,WA,99349-0967,Grant,(509) 932-5507,,mattawa@ncrl.org,http://www.ncrl.org/locations/mattawa-public-library,-119.9090181,46.7379591,53f0bba9-37a6-4955-ac22-99f278005f9e
-119.8559019,47.0801279,287,Public Libraries,District,North Central Washington Libraries,George Public Library,,109 N Washington Way,George,WA,98824-0218,Grant,(509) 785-7043,,george@ncrl.org,http://www.ncrl.org/george,-119.8559019,47.0801279,6f091746-30c9-4a55-a094-dc6bc7e04cef
-118.59994,48.8838000000001,288,Public Libraries,District,North Central Washington Libraries,Curlew Public Library,,11 River Street,Curlew,WA,99118,Ferry,509-779-0321,,curlew@ncrl.org,http://www.ncrl.org/curlew,-118.59994,48.8838,e0afedde-b7b1-47a7-ab7e-be0f92117c77
-119.76556,46.2047200000001,289,Public Libraries,District,Mid-Columbia Libraries,Prosser Branch,,902 7th St,Prosser,WA,99350-1454,Benton,(509) 786-2533,5097867341,,http://www.midcolumbialibraries.org/branch/prosser,-119.76556,46.20472,96728f10-b383-4317-8276-437d4742c890
-119.10679,46.23024,290,Public Libraries,District,Mid-Columbia Libraries,Pasco Branch,Mid Columbia Library Pasco Branch,1320 W Hopkins St,Pasco,WA,99301-5097,Franklin,(509) 545-1019,5095475416,,http://www.midcolumbialibraries.org,-119.10679,46.23024,ea372d3e-d527-4c89-bfbd-2cda10f9377c
-119.1469,46.5921300000001,291,Public Libraries,District,Mid-Columbia Libraries,Basin City Branch,,50-A N Canal Blvd,Basin City,WA,99343,Franklin,509-269-4201,5092694201,chart@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.1469,46.59213,de053063-9184-4ebd-b679-cba37e9194ce
-119.11071,46.4598700000001,292,Public Libraries,District,Mid-Columbia Libraries,Merrill's Corner Branch,,5240 Eltopia West,Eltopia,WA,99330,Franklin,509-546-8051,5097376349,emahler@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-119.11071,46.45987,77eee6a8-a3df-41ac-a510-2f0aaf7d6940
-122.52065,47.1606100000001,293,Public Libraries,District,Pierce County Library System,Lakewood Library,,6300 Wildaire Road SW,Lakewood,WA,98499-1321,Pierce,253-548-3302,2535897377,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.52065,47.16061,878b0032-122e-4519-8f28-1d99e9d043dc
-118.5554867,46.6425141,294,Public Libraries,District,Mid-Columbia Libraries,Kahlotus Branch,,225 E. Weston St.,Kahlotus,WA,99335-0147,Franklin,509-282-3493,5092823493,sthompson@midcolumbialibraries.org,http://www.midcolumbialibraries.org,-118.5554867,46.6425141,dbf57a00-1cca-4ab5-a7cd-02293305866f
-118.8610579,46.6607699,295,Public Libraries,District,Mid-Columbia Libraries,Connell Branch,,118 N Columbia,Connell,WA,99326-0657,Franklin,509-234-4971,5092344902,,http://www.midcolumbialibraries.org,-118.8610579,46.6607699,e78c0d7d-5c38-4e81-a0f9-9f15b9d7d292
-123.43902,48.10594,296,Public Libraries,District,North Olympic Library System,North Olympic Library System,,2210 S Peabody St,Port Angeles,WA,98362,Clallam,360-417-8500,3604573125,,http://www.nols.org,-123.43902,48.10594,07387cde-8a98-45cb-a92c-29b4874e246c
-124.2607973,48.2517752000001,297,Public Libraries,District,North Olympic Library System,Clallam Bay Branch,,16990 Hwy 112,Clallam Bay,WA,98326,Clallam,(360) 963-2414,3609632260,ClallamBay@nols.org,https://www.nols.org/locations-hours/,-124.2607973,48.2517752,75af923a-0492-43c7-b666-a36ac05ca276
-124.38514,47.94928,298,Public Libraries,District,North Olympic Library System,Forks Branch,,171 S Forks Ave S,Forks,WA,98331,Clallam,(360) 374-6402,3603746499,forks@nols.org,https://www.nols.org/locations-hours/,-124.38514,47.94928,b8524807-3332-451f-a41e-a29dc40aea30
-123.43902,48.10594,299,Public Libraries,District,North Olympic Library System,Port Angeles Main Library,,2210 S Peabody St,Port Angeles,WA,98362-6536,Clallam,(360) 417-8500,3604573125,PortAngeles@nols.org,https://www.nols.org/locations-hours/,-123.43902,48.10594,e55a571e-ee4b-4dd9-b509-0bad232cd92e
-119.17376,46.8264800000001,300,Public Libraries,District,Mid-Columbia Libraries,Othello Branch,Othello Library District No 1,101 E Main St,Othello,WA,99344-1039,Adams,(509) 488-9683,5094885321,,http://www.midcolumbialibraries.org,-119.17376,46.82648,2674af47-45eb-4b79-aeff-b321d8845ff5
-119.9962,46.2137900000001,301,Public Libraries,District,Yakima Valley Libraries,Mabton Community Library,,415 B Street,Mabton,WA,98935-0447,Yakima,(509) 894-4128,5098944128,ma@yvl.org,http://www.yvl.org,-119.9962,46.21379,7b8b510b-8d9a-4e8c-948d-1f7cb1ccb24d
-120.41883,46.44575,302,Public Libraries,District,Yakima Valley Libraries,Wapato Community Library,,119 E 3rd St,Wapato,WA,98951-1324,Yakima,(509) 877-2882,5098653600,wa@yvl.org,http://www.yvl.org,-120.41883,46.44575,fd116f55-233f-4c5b-be63-b7172f86b4ff
-117.36713,47.2437100000001,303,Public Libraries,District,Whitman County Rural Library District,Rosalia Branch Library,,402 S Whitman Ave,Rosalia,WA,99170-0073,Whitman,(509) 523-3109,,rosalia@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.36713,47.24371,5f3b331e-39d1-48bc-94c8-c9e92f11e5f0
-117.5813852,47.0919646,304,Public Libraries,District,Whitman County Rural Library District,St. John Branch Library,,E 1 Front St,Saint John,WA,99171-0005,Whitman,(509) 648-3319,,stjohn@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.5813852,47.0919646,40822172-4cf8-45c7-ba53-a4e6a820259e
-117.0734857,47.2224433000001,305,Public Libraries,District,Whitman County Rural Library District,Tekoa Branch Library,,S. 139 Crosby,Tekoa,WA,99033-0742,Whitman,(509) 284-3121,,tekoa@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.0734857,47.2224433,365a3930-efda-4468-875e-2d6d55cf86b2
-117.08763,46.539,306,Public Libraries,District,Whitman County Rural Library District,Uniontown Branch Library,,110 S Montgomery,Uniontown,WA,99179-0152,Whitman,(509) 229-3880,,uniontown@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.08763,46.539,783b689a-d453-4158-9201-fc5138ac00fb
-117.4751937,47.2291359000001,307,Public Libraries,District,Whitman County Rural Library District,Malden Branch Library,,205 SW Moreland,Malden,WA,99149-0248,Whitman,(509) 569-3350,,malden@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.4751937,47.2291359,4a3c0a68-a275-47aa-b3db-a60446b550ba
-120.50426,46.60438,308,Public Libraries,District,Yakima Valley Libraries,Yakima Valley Libraries,,102 N 3rd St,Yakima,WA,98901-2705,Yakima,(509) 575-3400,5095753408,webmaster@yvl.org,http://www.yvl.org,-120.50426,46.60438,fdc4e59b-4cbc-483a-8ed7-2dba97686b5a
